"","Cytophagales_2582580519","Flavobacteriales_2582580526","Flavobacteriales_2582580527","Sphingobacteriales_2582580532","Sphingobacteriales_2582580533","Sphingobacteriales_2582580535","Sphingobacteriales_2582580541","Flavobacteriales_2582580543","Sphingobacteriales_2582580548","Flavobacteriales_2582580549","Sphingobacteriales_2582580563","Flavobacteriales_2582580568","Sphingobacteriia_2582580571","Flavobacteriales_2582580580","Bacteroidetes_2582580582","Sphingobacteriia_2582580583","Sphingobacteriales_2582580585","Bacteroidetes_2582580586","Sphingobacteriales_2582580587","Sphingobacteriales_2582580588","Sphingobacteriales_2582580589","Sphingobacteriales_2582580590","Flavobacteriales_2582580592","Sphingobacteriales_2582580596","Flavobacteriales_2582580597","Bacteroidetes_2582580599","Sphingobacteriales_2582580601","Flavobacteriales_2582580602","Cytophagales_2582580603","Sphingobacteriales_2582580605","Sphingobacteriales_2582580610","Bacteroidetes_2582580613","Sphingobacteriales_2582580614"
"K19224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19225",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"K19267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"K19270",0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1
"K19271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19294",0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"K19295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19302",1,1,1,1,1,1,1,1,0,1,1,1,2,0,1,2,0,1,1,1,2,0,1,2,1,2,1,0,1,1,1,1,2
"K19309",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"K19312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19355",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"K19360",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19429",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"K19431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"K19545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19613",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"K19620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19689",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"K19692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19701",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19713",1,1,0,1,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,2
"K19714",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,1,1,0,1,0
"K19715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,1,0
"K19719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K19788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00001",1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"TIGR00002",0,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"TIGR00003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00004",0,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,0,1,2,2,3,1,2,2,1,2,2,1
"TIGR00005",1,1,3,0,2,1,1,2,1,2,2,2,3,1,3,3,3,2,0,2,2,1,3,1,2,2,1,3,4,2,5,2,2
"TIGR00006",2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,0,1,2,1,1,2,0,1,1,2,2,1
"TIGR00007",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2
"TIGR00008",0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"TIGR00009",0,1,1,1,0,1,0,0,1,0,2,1,1,1,1,2,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0
"TIGR00010",0,1,1,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"TIGR00011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00012",0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
"TIGR00013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00014",0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0
"TIGR00016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TIGR00017",1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,2,0,1,1,0,1,1,2,1,2,0,1,1,0,1,1
"TIGR00018",0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,2,0,1,1,0
"TIGR00019",1,1,2,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
"TIGR00020",0,1,1,1,0,1,1,1,1,1,0,1,2,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,2,1
"TIGR00021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00022",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"TIGR00023",1,1,0,2,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1
"TIGR00024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TIGR00025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"TIGR00026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00029",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
"TIGR00030",0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
"TIGR00031",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"TIGR00032",2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"TIGR00033",1,1,1,1,0,1,0,1,1,2,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"TIGR00034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TIGR00036",0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,2,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1
"TIGR00038",1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"TIGR00039",1,2,2,2,2,2,2,0,2,2,1,2,2,1,2,2,0,3,1,1,2,1,2,0,2,2,2,2,2,2,1,2,0
"TIGR00040",0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,2,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
"TIGR00041",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00042",2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1
"TIGR00043",1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
"TIGR00044",1,1,1,1,0,1,1,1,1,1,1,1,2,0,1,1,1,0,0,1,2,0,1,1,1,0,1,0,1,1,1,1,1
"TIGR00045",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TIGR00046",0,1,1,1,1,1,1,0,1,0,1,1,1,2,2,1,0,0,0,2,1,0,1,1,0,1,1,0,1,1,1,1,1
"TIGR00048",0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"TIGR00049",2,1,1,3,1,2,1,1,2,1,2,1,3,2,2,2,2,1,1,1,2,2,1,2,1,1,2,0,2,2,1,1,2
"TIGR00050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00051",0,2,2,1,1,2,2,2,0,2,1,3,0,0,1,2,1,1,1,2,1,2,2,1,1,3,0,1,1,1,1,3,1
"TIGR00052",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"TIGR00053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00054",1,1,1,1,1,2,0,0,1,1,1,1,1,1,2,1,0,0,0,2,1,0,1,0,1,0,1,1,1,2,2,1,1
"TIGR00055",1,1,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
"TIGR00056",0,2,1,1,1,1,0,1,2,2,1,3,0,1,1,0,0,2,0,1,1,0,2,1,1,2,1,1,1,1,2,1,1
"TIGR00057",3,2,3,1,2,1,1,2,1,3,3,2,1,1,1,2,1,0,2,1,3,1,2,2,2,2,2,0,2,0,2,2,2
"TIGR00059",0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,2,1,1,1,1,1,1,0,0,1
"TIGR00060",0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"TIGR00061",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,2,1,0,1
"TIGR00062",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,2,1,0,1
"TIGR00063",0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,2,1,1,1,1,1,1,1,0
"TIGR00064",0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,2,0
"TIGR00065",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1
"TIGR00066",0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,0,0,2
"TIGR00067",0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,0,1,0,1,1,2,1,1,1
"TIGR00068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00069",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
"TIGR00070",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
"TIGR00071",1,2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0
"TIGR00072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TIGR00073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TIGR00074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TIGR00075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TIGR00077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00078",1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"TIGR00079",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"TIGR00080",0,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,2
"TIGR00081",0,1,0,1,1,2,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,2,1,1
"TIGR00082",2,1,1,1,1,1,1,2,1,1,2,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
"TIGR00083",0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,1,1,0,1,1,1,2,0,0,1,1,1,0,1
"TIGR00084",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
"TIGR00086",1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2,1,2,1,1
"TIGR00087",1,1,0,1,0,1,1,1,1,1,0,0,0,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"TIGR00088",0,1,1,1,1,0,1,2,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1
"TIGR00089",1,1,2,3,2,2,2,1,3,3,3,3,3,3,3,4,1,4,1,5,4,1,3,2,3,2,1,3,2,3,3,2,3
"TIGR00090",1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,2,1,1,2,1,1,1
"TIGR00091",0,1,1,1,1,1,1,1,1,2,1,0,1,0,1,1,0,1,0,1,2,1,1,1,0,1,1,1,1,1,1,1,1
"TIGR00092",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,2,1,0,1,1,0,1,1,0,1,0,1,1,1
"TIGR00093",1,1,4,2,2,1,1,3,2,2,1,2,1,0,1,1,0,2,2,2,2,0,3,0,1,3,1,1,1,1,1,3,4
"TIGR00094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00095",0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"TIGR00096",1,1,1,2,2,1,3,2,2,2,1,2,1,2,2,1,0,2,2,2,2,0,2,1,1,1,1,1,2,3,2,2,2
"TIGR00097",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TIGR00101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"TIGR00104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00105",1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,2,1,0,1
"TIGR00106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIGR00107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TIGR00109",1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
"TIGR00110",1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2
"TIGR00112",1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"TIGR00113",0,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2
"TIGR00114",1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,2,0,1,0,1,1,1
"TIGR00115",0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
