Level1,Level2,Level3,Level4,Level5,Level6,Level7
Metabolic Clusters,oxidized GTP and dGTP detoxification,,,,,
Metabolic Clusters,pentacyclic triterpene biosynthesis,,,,,
Metabolic Clusters,phenolic malonylglucosides biosynthesis,,,,,
Metabolic Clusters,phenylpropanoids methylation (ice plant),,,,,
Metabolic Clusters,phospholipases,,,,,
Metabolic Clusters,pinosylvin metabolism,,,,,
Metabolic Clusters,podophyllotoxin glucosides metabolism,,,,,
Metabolic Clusters,"pterocarpan phytoalexins modification (maackiain, medicarpin, pisatin, phaseollin)",,,,,
Metabolic Clusters,purine deoxyribonucleosides salvage,,,,,
Metabolic Clusters,pyrimidine deoxyribonucleotide phosphorylation,,,,,
Metabolic Clusters,pyrimidine deoxyribonucleotides biosynthesis from CTP,,,,,
Metabolic Clusters,pyrimidine deoxyribonucleotides de novo biosynthesis I,,,,,
Metabolic Clusters,pyrimidine deoxyribonucleotides de novo biosynthesis III,,,,,
Metabolic Clusters,pyrimidine deoxyribonucleotides de novo biosynthesis IV,,,,,
Metabolic Clusters,pyrimidine deoxyribonucleotides dephosphorylation,,,,,
Metabolic Clusters,Spodoptera littoralis pheromone biosynthesis,,,,,
Metabolic Clusters,sporopollenin precursors biosynthesis,,,,,
Metabolic Clusters,sterol:steryl ester interconversion (yeast),,,,,
Metabolic Clusters,suberin monomers biosynthesis,,,,,
Metabolic Clusters,sulfur volatiles biosynthesis,,,,,
Metabolic Clusters,superpathway of L-aspartate and L-asparagine biosynthesis,,,,,
Metabolic Clusters,tRNA charging,,,,,
Metabolic Clusters,tRNA methylation (yeast),,,,,
Metabolic Clusters,volatile cinnamoic ester biosynthesis,,,,,
Metabolic Clusters,volatile esters biosynthesis (during fruit ripening),,,,,
Signal transduction pathways,,,,,,
Superpathways,,,,,,
Superpathways,(3R)-linalool biosynthesis,,,,,
Superpathways,1-butanol autotrophic biosynthesis (engineered),,,,,
Superpathways,2-nitrobenzoate degradation I,,,,,
Superpathways,2-oxobutanoate degradation I,,,,,
Superpathways,3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,,,,,
Superpathways,3-phenylpropanoate degradation,,,,,
Superpathways,acetyl-CoA fermentation to butanoate II,,,,,
Superpathways,adenosylcobalamin biosynthesis I (anaerobic),,,,,
Superpathways,adenosylcobalamin biosynthesis II (aerobic),,,,,
Superpathways,allantoin degradation IV (anaerobic),,,,,
Superpathways,allantoin degradation to glyoxylate I,,,,,
Superpathways,allantoin degradation to glyoxylate II,,,,,
Superpathways,allantoin degradation to glyoxylate III,,,,,
Superpathways,ammonia assimilation cycle I,,,,,
Superpathways,ammonia assimilation cycle III,,,,,
Superpathways,ammonia oxidation IV (autotrophic ammonia oxidizers),,,,,
Superpathways,anaerobic aromatic compound degradation (Thauera aromatica),,,,,
Superpathways,"anaerobic energy metabolism (invertebrates, mitochondrial)",,,,,
Superpathways,"arachidonate biosynthesis III (6-desaturase, mammals)",,,,,
Superpathways,archaetidylinositol biosynthesis,,,,,
Superpathways,archaetidylserine and archaetidylethanolamine biosynthesis,,,,,
Superpathways,"arginine, ornithine and proline interconversion",,,,,
Superpathways,aromatic compounds degradation via beta-ketoadipate,,,,,
Superpathways,aspartate superpathway,,,,,
Superpathways,bacillibactin biosynthesis,,,,,
Superpathways,"benzoate biosynthesis I (CoA-dependent, beta-oxidative)",,,,,
Superpathways,"benzoate biosynthesis III (CoA-dependent, non-beta-oxidative)",,,,,
Superpathways,benzoate fermentation (to acetate and cyclohexane carboxylate),,,,,
Superpathways,beta-carotene biosynthesis (engineered),,,,,
Superpathways,biotin biosynthesis I,,,,,
Superpathways,biotin biosynthesis II,,,,,
Superpathways,bitter acids biosynthesis,,,,,
Superpathways,"caffeine degradation IV (bacteria, via demethylation and oxidation)",,,,,
Superpathways,cardiolipin and phosphatidylethanolamine biosynthesis (Xanthomonas),,,,,
Superpathways,catechol degradation I (meta-cleavage pathway),,,,,
Superpathways,catechol degradation II (meta-cleavage pathway),,,,,
Superpathways,catechol degradation III (ortho-cleavage pathway),,,,,
Superpathways,cellulose and hemicellulose degradation (cellulolosome),,,,,
Superpathways,chitin biosynthesis,,,,,
Superpathways,cholesterol biosynthesis I,,,,,
Superpathways,"cholesterol biosynthesis II (via 24,25-dihydrolanosterol)",,,,,
Superpathways,cholesterol biosynthesis III (via desmosterol),,,,,
Superpathways,choline degradation IV,,,,,
Superpathways,choline-O-sulfate degradation,,,,,
Superpathways,chondroitin sulfate biosynthesis,,,,,
Superpathways,chorismate biosynthesis I,,,,,
Superpathways,chorismate biosynthesis II (archaea),,,,,
Superpathways,colanic acid building blocks biosynthesis,,,,,
Superpathways,crotonate fermentation (to acetate and cyclohexane carboxylate),,,,,
Superpathways,curcuminoid biosynthesis,,,,,
Superpathways,D-serine metabolism,,,,,
Superpathways,dermatan sulfate biosynthesis,,,,,
Superpathways,enterobacterial common antigen biosynthesis,,,,,
Superpathways,enterobactin biosynthesis,,,,,
Superpathways,ethylene biosynthesis V (engineered),,,,,
Superpathways,GABA shunt,,,,,
Superpathways,gamma-butyrobetaine degradation,,,,,
Superpathways,gamma-glutamyl cycle,,,,,
Superpathways,gluconeogenesis II (Methanobacterium thermoautotrophicum),,,,,
Superpathways,glycerol and glycerophosphodiester degradation,,,,,
Superpathways,glycerol degradation to butanol,,,,,
Superpathways,glycine biosynthesis II,,,,,
Superpathways,heparan sulfate biosynthesis,,,,,
Superpathways,"hexitol fermentation to lactate, formate, ethanol and acetate",,,,,
Superpathways,homolactic fermentation,,,,,
Superpathways,hyperxanthone E biosynthesis,,,,,
Superpathways,icosapentaenoate biosynthesis III (fungi),,,,,
Superpathways,icosapentaenoate biosynthesis IV (bacteria),,,,,
Superpathways,isoprene biosynthesis I,,,,,
Superpathways,kanamycin biosynthesis,,,,,
Superpathways,kauralexin biosynthesis,,,,,
Superpathways,Kdo transfer to lipid IVA III (Chlamydia),,,,,
Superpathways,ketogluconate metabolism,,,,,
Superpathways,L-alanine fermentation to propanoate and acetate,,,,,
Superpathways,L-arginine biosynthesis I (via L-ornithine),,,,,
Superpathways,L-arginine degradation V (arginine deiminase pathway),,,,,
Superpathways,L-ascorbate biosynthesis V,,,,,
Superpathways,L-cysteine biosynthesis IV (fungi),,,,,
Superpathways,L-glutamate and L-glutamine biosynthesis,,,,,
Superpathways,L-glutamate degradation IX (via 4-aminobutanoate),,,,,
Superpathways,L-glutamate degradation VII (to butanoate),,,,,
Superpathways,L-glutamate degradation VIII (to propanoate),,,,,
Superpathways,L-homoserine and L-methionine biosynthesis,,,,,
Superpathways,L-methionine biosynthesis III,,,,,
Superpathways,L-methionine salvage cycle I (bacteria and plants),,,,,
Superpathways,L-methionine salvage cycle II (plants),,,,,
Superpathways,L-methionine salvage cycle III,,,,,
Superpathways,L-tryptophan degradation III (eukaryotic),,,,,
Superpathways,L-tryptophan degradation IX,,,,,
Superpathways,"L-tryptophan degradation XI (mammalian, via kynurenine)",,,,,
Superpathways,L-tryptophan degradation XII (Geobacillus),,,,,
Superpathways,L-tyrosine degradation IV (to 4-methylphenol),,,,,
Superpathways,mandelate degradation to acetyl-CoA,,,,,
Superpathways,meta cleavage pathway of aromatic compounds,,,,,
Superpathways,Methanobacterium thermoautotrophicum biosynthetic metabolism,,,,,
Superpathways,methanol and methylamine oxidation to formaldehyde,,,,,
Superpathways,methanol oxidation to carbon dioxide,,,,,
Superpathways,methylglyoxal degradation IV,,,,,
Superpathways,mRNA capping II,,,,,
Superpathways,"myo-, chiro- and scillo-inositol degradation",,,,,
Superpathways,N-acetylglucosamine degradation II,,,,,
Superpathways,NAD biosynthesis II (from tryptophan),,,,,
Superpathways,NAD salvage pathway III,,,,,
Superpathways,naphthalene degradation to acetyl-CoA,,,,,
Superpathways,nitrifier denitrification,,,,,
Superpathways,novobiocin biosynthesis,,,,,
Superpathways,O-antigen building blocks biosynthesis (E. coli),,,,,
Superpathways,oxygenic photosynthesis,,,,,
Superpathways,p-cumate degradation,,,,,
Superpathways,p-cymene degradation,,,,,
Superpathways,pantothenate and coenzyme A biosynthesis I,,,,,
Superpathways,pantothenate and coenzyme A biosynthesis II (plants),,,,,
Superpathways,pantothenate and coenzyme A biosynthesis III,,,,,
Superpathways,pentose phosphate pathway,,,,,
Superpathways,peptidoglycan biosynthesis I (meso-diaminopimelate containing),,,,,
Superpathways,peptidoglycan biosynthesis II (staphylococci),,,,,
Superpathways,peptidoglycan biosynthesis III (mycobacteria),,,,,
Superpathways,peptidoglycan biosynthesis IV (Enterococcus faecium),,,,,
Superpathways,peptidoglycan biosynthesis V (beta-lactam resistance),,,,,
Superpathways,phosphatidylglycerol biosynthesis I (plastidic),,,,,
Superpathways,phosphatidylglycerol biosynthesis II (non-plastidic),,,,,
Superpathways,photosynthetic 3-hydroxybutanoate biosynthesis (engineered),,,,,
Superpathways,plant sterol biosynthesis,,,,,
Superpathways,polyisoprenoid biosynthesis (E. coli),,,,,
Superpathways,purine nucleotides degradation I (plants),,,,,
Superpathways,purine nucleotides degradation II (aerobic),,,,,
Superpathways,pyrimidine nucleobases salvage II,,,,,
Superpathways,pyruvate fermentation to acetate and alanine,,,,,
Superpathways,pyruvate fermentation to acetate and lactate I,,,,,
Superpathways,pyruvate fermentation to acetate and lactate II,,,,,
Superpathways,pyruvate fermentation to acetate I,,,,,
Superpathways,pyruvate fermentation to acetate III,,,,,
Superpathways,pyruvate fermentation to acetate IV,,,,,
Superpathways,pyruvate fermentation to acetate V,,,,,
Superpathways,pyruvate fermentation to acetate VI,,,,,
Superpathways,pyruvate fermentation to acetate VII,,,,,
Superpathways,reactive oxygen species degradation,,,,,
Superpathways,S-adenosyl-L-methionine cycle I,,,,,
Superpathways,salicylate glucosides biosynthesis I,,,,,
Superpathways,sphingolipid biosynthesis (mammals),,,,,
Superpathways,sucrose biosynthesis I (from photosynthesis),,,,,
Superpathways,sulfate reduction I (assimilatory),,,,,
Superpathways,superpathay of heme biosynthesis from glutamate,,,,,
Superpathways,superpathway avenacin A biosynthesis,,,,,
Superpathways,superpathway NAD/NADP - NADH/NADPH interconversion (yeast),,,,,
Superpathways,superpathway of (Kdo)2-lipid A biosynthesis,,,,,
Superpathways,"superpathway of (R,R)-butanediol biosynthesis",,,,,
Superpathways,superpathway of 1D-myo-inositol hexakisphosphate biosynthesis (plants),,,,,
Superpathways,"superpathway of 2,3-butanediol biosynthesis",,,,,
Superpathways,superpathway of 4-aminobutanoate degradation,,,,,
Superpathways,superpathway of 4-hydroxybenzoate biosynthesis (yeast),,,,,
Superpathways,superpathway of 5-aminoimidazole ribonucleotide biosynthesis,,,,,
Superpathways,superpathway of acetate utilization and formation,,,,,
Superpathways,superpathway of acetyl-CoA biosynthesis,,,,,
Superpathways,superpathway of acrylonitrile degradation,,,,,
Superpathways,superpathway of adenosine nucleotides de novo biosynthesis I,,,,,
Superpathways,superpathway of adenosine nucleotides de novo biosynthesis II,,,,,
Superpathways,superpathway of aerobic toluene degradation,,,,,
Superpathways,superpathway of aflatoxin biosynthesis,,,,,
Superpathways,superpathway of allantoin degradation in plants,,,,,
Superpathways,superpathway of allantoin degradation in yeast,,,,,
Superpathways,superpathway of Allium flavor precursors,,,,,
Superpathways,superpathway of ammonia assimilation (plants),,,,,
Superpathways,superpathway of anaerobic energy metabolism (invertebrates),,,,,
Superpathways,superpathway of anaerobic sucrose degradation,,,,,
Superpathways,superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside),,,,,
Superpathways,superpathway of anthocyanin biosynthesis (from delphinidin 3-O-glucoside),,,,,
Superpathways,superpathway of anthocyanin biosynthesis (from pelargonidin 3-O-glucoside),,,,,
Superpathways,superpathway of arginine and polyamine biosynthesis,,,,,
Superpathways,superpathway of aromatic amino acid biosynthesis,,,,,
Superpathways,superpathway of aromatic compound degradation via 2-oxopent-4-enoate,,,,,
Superpathways,superpathway of aromatic compound degradation via 3-oxoadipate,,,,,
Superpathways,superpathway of atrazine degradation,,,,,
Superpathways,superpathway of bacteriochlorophyll a biosynthesis,,,,,
Superpathways,superpathway of benzoxazinoid glucosides biosynthesis,,,,,
Superpathways,superpathway of beta-D-glucuronide and D-glucuronate degradation,,,,,
Superpathways,superpathway of betalain biosynthesis,,,,,
Superpathways,superpathway of branched chain amino acid biosynthesis,,,,,
Superpathways,superpathway of butirocin biosynthesis,,,,,
Superpathways,superpathway of C1 compounds oxidation to CO2,,,,,
Superpathways,superpathway of C28 brassinosteroid biosynthesis,,,,,
Superpathways,superpathway of candicidin biosynthesis,,,,,
Superpathways,superpathway of carotenoid biosynthesis,,,,,
Superpathways,superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis,,,,,
Superpathways,superpathway of cholesterol biosynthesis,,,,,
Superpathways,superpathway of cholesterol degradation I (cholesterol oxidase),,,,,
Superpathways,superpathway of cholesterol degradation II (cholesterol dehydrogenase),,,,,
Superpathways,superpathway of choline biosynthesis,,,,,
Superpathways,superpathway of chorismate metabolism,,,,,
Superpathways,superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation,,,,,
Superpathways,superpathway of Clostridium acetobutylicum acidogenic fermentation,,,,,
Superpathways,superpathway of Clostridium acetobutylicum solventogenic fermentation,,,,,
Superpathways,superpathway of CMP-sialic acids biosynthesis,,,,,
Superpathways,"superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",,,,,
Superpathways,superpathway of D-glucarate and D-galactarate degradation,,,,,
Superpathways,"superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism",,,,,
